sapogu|сапогоу
jьskělěvъjь|исцѣлѣвъіи
že|же
ne|не
věděaše|вѣдѣаше
kъto|къто
jestъ|ѥстъ
jisusъ|исоусъ
bo|бо
ukloni|оуклони
sę|сѧ
narodu|народоу
sǫћu|сѫщоу
na|на
městě|мѣстѣ
potomь|потомь
že|же
obrěte|обрѣте
jisusъ|исоусъ
vъ|въ
kŕ̥kъve|црькъве
i|и
reče|рече
jemu|ѥмоу
se|се
kělъ|цѣлъ
jesi|ѥси
kъ|къ
tomu|томоу
ne|не
sъgrěšǞji|съгрѣшаи
da|да
ne|не
corrupted morphology tag|црароуптед мрапhологъі таг
čьto|чьто
tebě|тебѣ
bǫdetъ|бѫдетъ
jьde|иде
že|же
čьlověkъ|чьловѣкъ
i|и
povědě|повѣдѣ
ijudejomъ|июдеомъ
ako|ако
jisusъ|исоусъ
jestъ|ѥстъ
jьže|иже
mę|мѧ
sъtvori|сътвори
kěla|цѣла
i|и
sego|сего
radi|ради
|
corrupted morphology tag|црароуптед мрапhологъі таг
ijudeji|июдеи
i|и
jьskaaxǫ|искаахѫ
jego|ѥго
ubiti|оубити
zańe|зан҄е
si|си
tvoŕǞaše|творꙗаше
vъ|въ
sǫbotǫ|сѫботѫ
jisusъ|исоусъ
že|же
otъvěћǞvaaše|отъвѣщавааше
jimъ|имъ
otьkь|отьць
mojь|мои
doselě|доселѣ
dělajetъ|дѣлаѥтъ
i|и
azъ|азъ
dělajǫ|дѣлаѭ
sego|сего
radi|ради
pače|паче
jьskaaxǫ|искаахѫ
jego|ѥго
ijudeji|июдеи
ubiti|оубити
ako|ако
ne|не
tъkъmo|тъкъмо
orzaŕǞaše|разарꙗаше
sǫbotǫ|сѫботѫ
nъ|нъ
i|и
boga|бога
svojego|своѥго
golgolaaše|глаголааше
boga|бога
|
sę|сѧ
tvorę|творѧ
bogu|богоу
otъvěћǞ|отъвѣща
že|же
jisusъ|исоусъ
i|и
reče|рече
jimъ|имъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ne|не
možetъ|можетъ
synъ|съінъ
tvoriti|творити
o|о
sebě|себѣ
ničesože|ничесоже
aћe|аще
ne|не
ježe|ѥже
viditъ|видитъ
boga|бога
tvoręћǞ|творѧща
jǞže|ꙗже
bo|бо
onъ|онъ
tvoritъ|творитъ
si|си
i|и
synъ|съінъ
takoђe|такожде
tvoritъ|творитъ
otьkь|отьць
bo|бо
ĺubitъ|любитъ
syna|съіна
i|и
vьxa|вьсꙗ
pokažetъ|покажетъ
jemu|ѥмоу
jǞže|ꙗже
samъ|самъ
tvoritъ|творитъ
i|и
boĺьšǞ|бол҄ьша
si|си
pokažetъ|покажетъ
jemu|ѥмоу
děla|дѣла
da|да
vy|въі
čudite|чоудите
sę|сѧ
ako|ако
bogъ|богъ
otьkь|отьць
vъskrěšǞjetъ|въскрѣшаѥтъ
mŕ̥tvyję|мрьтвъіѩ
i|и
živitъ|живитъ
tako|тако
i|и
synъ|съінъ
jegože|ѥгоже
xoћetъ|хощетъ
živitъ|живитъ
otьkь|отьць
bo|бо
ne|не
sǫditъ|сѫдитъ
nikomuže|никомоуже
nъ|нъ
sǫdъ|сѫдъ
vьxь|вьсь
dastъ|дастъ
synove|съінове
da|да
vьxi|вьси
čьtǫtъ|чьтѫтъ
syna|съіна
akože|акоже
čьtǫtъ|чьтѫтъ
boga|бога
jьže|иже
ne|не
čьtetъ|чьтетъ
syna|съіна
ne|не
čьtetъ|чьтетъ
boga|бога
jьže|иже
i|и
posъla|посъла
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ako|ако
slušǞjęjь|слоушаѩи
slovese|словесе
mojego|моѥго
i|и
věrǫ|вѣрѫ
|
posъĺǫћujemu|посълѭщоуѥмоу
mę|мѧ
jьmatъ|иматъ
života|живота
věčьnajego|вѣчьнаѥго
i|и
na|на
sǫdъ|сѫдъ
ne|не
prijьdetъ|приидетъ
nъ|нъ
per+jьdetъ|прѣидетъ
otъ|отъ
sъmŕ̥ti|съмрьти
vъ|въ
životъ|животъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ako|ако
grędetъ|грѧдетъ
godina|година
i|и
nyně|нъінѣ
jestъ|ѥстъ
jegъda|ѥгъда
mŕ̥tvi|мрьтви
uslyšętъ|оуслъішѧтъ
golsъ|гласъ
syna|съіна
božьjǞ|божиꙗ
i|и
slyšǞvъšeji|слъішавъшеи
oživǫtъ|оживѫтъ
akože|акоже
bo|бо
otьkь|отьць
životъ|животъ
jьmatъ|иматъ
vъ|въ
sebě|себѣ
tako|тако
dastъ|дастъ
i|и
synovi|съінови
životъ|животъ
jьměti|имѣти
vъ|въ
sebě|себѣ
i|и
obvolstь|область
dastъ|дастъ
jemu|ѥмоу
i|и
sǫdy|сѫдъі
tvoriti|творити
ako|ако
synъ|съінъ
čьlověčьskъjь|чьловѣчьскъіи
jestъ|ѥстъ
ne|не
divite|дивите
sę|сѧ
semu|семоу
ako|ако
grędetъ|грѧдетъ
čǞsъ|часъ
vъ|въ
ńьže|н҄ьже
vьxi|вьси
vъxodęћeji|въходѧщеи
vъ|въ
groběxъ|гробѣхъ
uslyšǞšę|оуслъішашѧ
golsъ|гласъ
syna|съіна
božьjǞ|божиꙗ
i|и
jьzidǫtъ|изидѫтъ
sъtvoŕьšeji|сътвор҄ьшеи
bolga|блага
vъ|въ
vъskrěšenьje|въскрѣшениѥ
životu|животоу
a|а
sъtvoŕьšeji|сътвор҄ьшеи
zъlajǞ|зълаꙗ
vъ|въ
vъskrěšenьje|въскрѣшениѥ
sǫdu|сѫдоу
ne|не
mogǫ|могѫ
azъ|азъ
o|о
sebě|себѣ
tvoriti|творити
ničesože|ничесоже
akože|акоже
slyšǫ|слъішѫ
sǫђǫ|сѫждѫ
i|и
sǫdъ|сѫдъ
mojь|мои
pravьdьnъ|правьдьнъ
jestъ|ѥстъ
ako|ако
ne|не
jьščǫ|ищѫ
voĺę|волѩ
mojeję|моѥѩ
nъ|нъ
voĺǫ|волѭ
posъlavъšǞjego|посълавъшаѥго
mę|мѧ
boga|бога
aћe|аще
azъ|азъ
sъvěděteĺьstvujǫ|съвѣдѣтел҄ьствоуѭ
o|о
mъně|мънѣ
sъvěděteĺьstvo|съвѣдѣтел҄ьство
moje|моѥ
něstъ|нѣстъ
jьstinьno|истиньно
jьnъ|инъ
jestъ|ѥстъ
sъvěděteĺьstvujęjь|съвѣдѣтел҄ьствоуѩи
o|о
mъně|мънѣ
i|и
věmь|вѣмь
ako|ако
jьstinьno|истиньно
jestъ|ѥстъ
sъvěděteĺьstvo|съвѣдѣтел҄ьство
ježe|ѥже
sъvěděteĺьstvujetъ|съвѣдѣтел҄ьствоуѥтъ
o|о
mъně|мънѣ
vy|въі
posъlaste|посъласте
kъ|къ
ijoanu|иоаноу
i|и
sъvěděteĺьstvova|съвѣдѣтел҄ьствова
o|о
jьstině|истинѣ
azъ|азъ
že|же
ne|не
otъ|отъ
čьlověka|чьловѣка
sъvěděteĺьstva|съвѣдѣтел҄ьства
prijemĺǫ|приѥмлѭ
nъ|нъ
si|си
golgoĺǫ|глаголѭ
da|да
vy|въі
sъpaseni|съпасени
bǫdete|бѫдете
onъ|онъ
bě|бѣ
světilьnikъ|свѣтильникъ
gorę|горѧ
i|и
svьtę|свьтѧ
vy|въі
že|же
xotěste|хотѣсте
vъzradovati|въздрадовати
sę|сѧ
vъ|въ
čǞsъ|часъ
svьtěnьjǞ|свьтѣниꙗ
jego|ѥго
azъ|азъ
že|же
jьmamь|имамь
sъvěděteĺьstvo|съвѣдѣтел҄ьство
boĺe|бол҄е
ijoanova|иоанова
děla|дѣла
bo|бо
jǞže|ꙗже
dastъ|дастъ
mъně|мънѣ
otьkь|отьць
da|да
sъvŕ̥šǫ|съврьшѫ
jǞ|ꙗ
ta|та
děla|дѣла
jǞže|ꙗже
tvoŕǫ|творѭ
sъvěděteĺьstvujǫtъ|съвѣдѣтел҄ьствоуѭтъ
o|о
mъně|мънѣ
ako|ако
otьkь|отьць
mę|мѧ
posъla|посъла
i|и
posъlavъjь|посълавъіи
mę|мѧ
otьkь|отьць
tъ|тъ
sъvěděteĺьstvujetъ|съвѣдѣтел҄ьствоуѥтъ
o|о
mъně|мънѣ
ni|ни
golsa|гласа
jego|ѥго
nikъdeže|никъдеже
slyšǞste|слъішасте
ni|ни
viděnьjǞ|видѣниꙗ
jego|ѥго
vidě|видѣ
i|и
slovese|словесе
jego|ѥго
ne|не
jьmate|имате
perbyvajǫћǞ|прѣбъіваѭща
vъ|въ
vasъ|васъ
zańe|зан҄е
jegože|ѥгоже
tъ|тъ
posъla|посъла
semu|семоу
vy|въі
věry|вѣръі
ne|не
jemĺete|ѥмл҄ете
jьspytajete|испъітаѥте
kъńigy|кън҄игъі
ako|ако
vъ|въ
ńixъ|н҄ихъ
mьnite|мьните
jьměti|имѣти
životъ|животъ
věčьnъjь|вѣчьнъіи
i|и
vy|въі
sǫtъ|сѫтъ
sъvěděteĺьstvujǫћę|съвѣдѣтел҄ьствоуѭщѧ
o|о
mъně|мънѣ
i|и
ne|не
xoћete|хощете
prijьti|приити
kъ|къ
mъně|мънѣ
da|да
životъ|животъ
jьmate|имате
slavy|славъі
otъ|отъ
čьlověkъ|чьловѣкъ
ne|не
prijemĺǫ|приѥмлѭ
nъ|нъ
orzuměxъ|разоумѣхъ
vy|въі
ako|ако
ĺubъve|любъве
božьję|божиѩ
ne|не
jьmate|имате
vъ|въ
sebě|себѣ
azъ|азъ
prijьdъ|приидъ
vъ|въ
jьmę|имѧ
boga|бога
mojego|моѥго
i|и
ne|не
prijemĺete|приѥмл҄ете
mene|мене
aћe|аще
jьnъ|инъ
prijьdetъ|приидетъ
vъ|въ
jьmę|имѧ
svoje|своѥ
togo|того
prijemĺete|приѥмл҄ете
kako|како
vy|въі
možete|можете
věrovati|вѣровати
slavǫ|славѫ
drugъ|дроугъ
otъ|отъ
druga|дроуга
prijemĺǫћe|приѥмлѭще
i|и
slavy|славъі
jǞže|ꙗже
otъ|отъ
jьnočędajego|иночѧдаѥго
božьjǞ|божиꙗ
ne|не
jьščete|ищете
ne|не
mьnite|мьните
ako|ако
na|на
vy|въі
rekǫ|рекѫ
azъ|азъ
kъ|къ
otьku|отьцоу
jestъ|ѥстъ
jьže|иже
na|на
vy|въі
rečetъ|речетъ
mosijь|мосии
na|на
ńegože|н҄егоже
vy|въі
upъvajete|оупъваѥте
aћe|аще
bo|бо
bite|бите
věrǫ|вѣрѫ
jьmali|имали
mosijovi|мосиови
věrǫ|вѣрѫ
bite|бите
jęli|ѩли
i|и
mъně|мънѣ
o|о
mъně|мънѣ
bo|бо
tъ|тъ
sъpasenьjǞ|съпасениꙗ
aћe|аще
li|ли
togo|того
kъńigamъ|кън҄иѕамъ
věry|вѣръі
ne|не
jemĺete|ѥмл҄ете
kako|како
mojimъ|моимъ
golgolomъ|глаголомъ
věrǫ|вѣрѫ
jьmete|имете
po|по
sixъ|сихъ
že|же
jьde|иде
jisusъ|исоусъ
na|на
onъ|онъ
polъ|полъ
moŕǞ|морꙗ
tiverьjǞdьska|тивериꙗдьска
po|по
ńemь|н҄емь
že|же
jьděaše|идѣаше
narodъ|народъ
mъnogъ|мъногъ
ako|ако
viděaxǫ|видѣахѫ
znamenьjǞ|знамениꙗ
jǞže|ꙗже
tvoŕǞaše|творꙗаше
na|на
nedǫžьnъjixъ|недѫжьнъіихъ
vъzide|възиде
že|же
na|на
gorǫ|горѫ
jisusъ|исоусъ
i|и
tu|тоу
sěděaše|сѣдѣаше
﻿sъ|﻿съ
učeniky|оученикъі
svojimi|своими
bě|бѣ
blizъ|близъ
pasxa|пасха
porzdьnikъ|праздьникъ
ijudejьskъ|июдеискъ
vъzvedъ|възведъ
že|же
oči|очи
jisusъ|исоусъ
vidě|видѣ
ako|ако
mъnogъ|мъногъ
narodъ|народъ
grędetъ|грѧдетъ
kъ|къ
ńemu|н҄емоу
golgola|глагола
kъ|къ
filipu|филипоу
čimь|чимь
kupimъ|коупимъ
xlěby|хлѣбъі
da|да
jǞdętъ|ꙗдѧтъ
si|си
corrupted morphology tag|црароуптед мрапhологъі таг
že|же
golgolaaše|глаголааше
jьskušǞję|искоушаѩ
i|и
samъ|самъ
bo|бо
věděaše|вѣдѣаше
čьto|чьто
xotętъ|хотѧтъ
sъtvoriti|сътворити
otъvěћǞ|отъвѣща
jemu|ѥмоу
filipъ|филипъ
dъvěma|дъвѣма
sъtoma|сътома
pěnęgь|пѣнѧѕь
xlěbъ|хлѣбъ
ne|не
dovьlętъ|довьлѧтъ
jimъ|имъ
da|да
kъžьdo|къжьдо
jixъ|ихъ
malo|мало
čьto|чьто
prijьmetъ|прииметъ
golgola|глагола
jemu|ѥмоу
jedinъ|ѥдинъ
otъ|отъ
učenikъ|оученикъ
jego|ѥго
anьdrějǞ|аньдрѣꙗ
bratrъ|братръ
simona|симона
petra|петра
jestъ|ѥстъ
otročiščь|отрочищь
sьde|сьде
jedinъ|ѥдинъ
jьže|иже
jьmatъ|иматъ
pętь|пѧть
xlěbъ|хлѣбъ
jęčьnъ|ѩчьнъ
i|и
dъvě|дъвѣ
rybě|ръібѣ
nъ|нъ
si|си
čьto|чьто
sǫtъ|сѫтъ
vъ|въ
seliko|селико
reče|рече
že|же
jisusъ|исоусъ
sъtvorite|сътворите
čьlověky|чьловѣкъі
vъzleћi|възлещи
bě|бѣ
že|же
trěva|трѣва
mъnoga|мънога
na|на
městě|мѣстѣ
vъzleže|възлеже
ubo|оубо
mǫžь|мѫжь
čislomь|числомь
ako|ако
pętь|пѧть
tysǫћь|тъісѫщь
prijętъ|приѩтъ
že|же
xlěby|хлѣбъі
jisusъ|исоусъ
i|и
xvalǫ|хвалѫ
vъzdavъ|въздавъ
podastъ|подастъ
učenikomъ|оученикомъ
a|а
učeniki|оученици
vъzležęћemъjimъ|възлежѧщиимъ
takoђe|такожде
i|и
otъ|отъ
rybu|ръібоу
corrupted morphology tag|црароуптед мрапhологъі таг
xotěaxǫ|хотѣахѫ
i|и
ako|ако
nasytišę|насъітишѧ
sę|сѧ
golgola|глагола
učenikomъ|оученикомъ
svojimъ|своимъ
sъberěte|съберѣте
jьzbytъky|избъітъкъі
ukruxъ|оукроухъ
da|да
ne|не
pogybnetъ|погъібнетъ
nikъtože|никътоже
sъbьrašę|събьрашѧ
že|же
i|и
jьspĺ̥nišę|испльнишѧ
dъva|дъва
na|на
desęte|десѧте
košǞ|коша
ukruxъ|оукроухъ
otъ|отъ
pęti|пѧти
xlěbъ|хлѣбъ
jęčьnъjixъ|ѩчьнъіихъ
jiže|иже
jьzbyšę|избъішѧ
|
čьlověki|чьловѣци
že|же
viděvъše|видѣвъше
znamenьje|знамениѥ
ježe|ѥже
sъtvori|сътвори
jisusъ|исоусъ
golgolaaxǫ|глаголаахѫ
ako|ако
sь|сь
jestъ|ѥстъ
vъ|въ
jьstinǫ|истинѫ
prorokъ|пророкъ
grędyjь|грѧдъіи
vъ|въ
mirъ|миръ
jisusъ|исоусъ
že|же
orzuměvъ|разоумѣвъ
ako|ако
xotętъ|хотѧтъ
prijьti|приити
da|да
vъsxytętъ|въсхъітѧтъ
corrupted morphology tag|црароуптед мрапhологъі таг
i|и
sъtvorętъ|сътворѧтъ
i|и
kěsaŕǞ|цѣсарꙗ
otide|отиде
paky|пакъі
vъ|въ
gorǫ|горѫ
jedinъ|ѥдинъ
i|и
ako|ако
pozdě|поздѣ
bystъ|бъістъ
sъnidǫ|сънидѫ
učeniki|оученици
jego|ѥго
na|на
moŕe|мор҄е
i|и
vъlězъše|вълѣзъше
vъ|въ
oldьjǫ|ладиѭ
jǞděaxǫ|ꙗдѣахѫ
na|на
onъ|онъ
polъ|полъ
moŕǞ|морꙗ
vъ|въ
kaperъnaumъ|каперънаоумъ
i|и
tьma|тьма
abьje|абиѥ
by|бъі
i|и
ne|не
ju|ю
bě|бѣ
prišьdlъ|пришьлъ
kъ|къ
ńimь|н҄имь
jisusъ|исоусъ
po|по
moŕu|морю
že|же
větru|вѣтроу
veliku|велицоу
dyxajǫћu|дъіхаѭщоу
grebъše|гребъше
že|же
ako|ако
dъva|дъва
desęti|десѧти
i|и
pętь|пѧть
stadijь|стадии
li|ли
30|30
vy|въі
uzьrěšę|оузьрѣшѧ
jisusa|исоуса
xodęћǞ|ходѧща
po|по
moŕu|морю
i|и
blizъ|близъ
korabĺǞ|кораблꙗ
byvъšę|бъівъшѧ
ubojǞšę|оубоꙗшѧ
sę|сѧ
onъ|онъ
že|же
golgola|глагола
jimъ|имъ
azъ|азъ
jesmь|ѥсмь
ne|не
bojite|боите
sę|сѧ
xotěaxǫ|хотѣахѫ
že|же
i|и
prijęti|приѩти
vъ|въ
korabĺь|корабл҄ь
i|и
abьje|абиѥ
by|бъі
korabĺь|корабл҄ь
na|на
zemĺi|земл҄и
vъ|въ
ńǫže|нѭже
jǞděaxǫ|ꙗдѣахѫ
vъ|въ
utrějь|оутрѣи
že|же
dьnь|дьнь
narodъ|народъ
jiže|иже
stojǞaxǫ|стоꙗахѫ
o|о
onъ|онъ
polъ|полъ
moŕǞ|морꙗ
viděvъ|видѣвъ
ako|ако
korabĺǞ|кораблꙗ
jьnogo|иного
ne|не
bě|бѣ
tu|тоу
tъkъmo|тъкъмо
jedinъ|ѥдинъ
tъ|тъ
vъ|въ
ńьže|н҄ьже
vъnidǫ|вънидѫ
učeniki|оученици
jego|ѥго
i|и
ako|ако
ne|не
vъnide|въниде
﻿sъ|﻿съ
učeniky|оученикъі
svojimi|своими
jisusъ|исоусъ
vъ|въ
korabĺь|корабл҄ь
nъ|нъ
jedini|ѥдини
učeniki|оученици
jego|ѥго
jьdǫ|идѫ
i|и
jьni|ини
prijьdǫ|приидѫ
korabĺi|корабл҄и
otъ|отъ
tiverьjǞdy|тивериꙗдъі
blizъ|близъ
města|мѣста
jьdeže|идеже
jǞšę|ꙗшѧ
xlěby|хлѣбъі
xvalǫ|хвалѫ
vъzdavъšu|въздавъшоу
gospodu|господоу
jegъda|ѥгъда
že|же
viděšę|видѣшѧ
narodi|народи
ako|ако
jisusъ|исоусъ
ne|не
bystъ|бъістъ
tu|тоу
ni|ни
učenikъ|оученикъ
jego|ѥго
vъlězǫ|вълѣзѫ
sami|сами
vъ|въ
korabĺę|кораблѩ
i|и
prijьdǫ|приидѫ
vъ|въ
kaperъnaumъ|каперънаоумъ
jьskušǞjǫћe|искоушаѭще
jisusa|исоуса
i|и
obrětъše|обрѣтъше
i|и
o|о
onъ|онъ
polъ|полъ
moŕǞ|морꙗ
i|и
rěšę|рѣшѧ
jemu|ѥмоу
ravvi|равви
kъgъda|къгъда
sěmo|сѣмо
prijьde|прииде
otъvěћǞ|отъвѣща
jimъ|имъ
jisusъ|исоусъ
i|и
reče|рече
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
jьščete|ищете
mene|мене
ne|не
ako|ако
viděste|видѣсте
znamenьjǞ|знамениꙗ
nъ|нъ
ako|ако
jǞdli|ꙗли
jeste|ѥсте
xlěby|хлѣбъі
i|и
nasytiste|насъітисте
sę|сѧ
dělajite|дѣлаите
boršьno|брашьно
gybĺǫћeje|гъіблѭщеѥ
vъ|въ
životě|животѣ
věčьnějemь|вѣчьнѣѥмь
corrupted morphology tag|црароуптед мрапhологъі таг
synъ|съінъ
čьlověčьskъjь|чьловѣчьскъіи
vamъ|вамъ
dastъ|дастъ
sego|сего
bo|бо
otьkь|отьць
znamena|знамена
bogъ|богъ
rěšę|рѣшѧ
že|же
kъ|къ
ńemu|н҄емоу
čьto|чьто
sъtvorimъ|сътворимъ
da|да
dělajemъ|дѣлаѥмъ
děla|дѣла
božьjǞ|божиꙗ
otъvěћǞ|отъвѣща
jisusъ|исоусъ
i|и
reče|рече
jimъ|имъ
se|се
jestъ|ѥстъ
dělo|дѣло
božьje|божиѥ
da|да
věrujete|вѣроуѥте
vъ|въ
tъ|тъ
jegože|ѥгоже
posъla|посъла
onъ|онъ
rěšę|рѣшѧ
že|же
jemu|ѥмоу
koje|коѥ
ubo|оубо
ty|тъі
tvoriši|твориши
znamenьje|знамениѥ
da|да
vidimъ|видимъ
i|и
věrǫ|вѣрѫ
jьmemъ|имемъ
tebě|тебѣ
čьto|чьто
dělaješi|дѣлаѥши
otьki|отьци
naši|наши
jǞšę|ꙗшѧ
|
vъ|въ
pustyńi|поустъін҄и
akože|акоже
jestъ|ѥстъ
pьsano|пьсано
xlěbъ|хлѣбъ
﻿sъ|﻿съ
nebese|небесе
dastъ|дастъ
jimъ|имъ
jǞsti|ꙗсти
reče|рече
že|же
jimъ|имъ
jisusъ|исоусъ
aminь|аминь
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ne|не
mosijь|мосии
dastъ|дастъ
vamъ|вамъ
xlěbъ|хлѣбъ
﻿sъ|﻿съ
nebese|небесе
nъ|нъ
otьkь|отьць
mojь|мои
dajetъ|даѥтъ
vamъ|вамъ
xlěbъ|хлѣбъ
jьstinьnъjь|истиньнъіи
﻿sъ|﻿съ
nebese|небесе
xlěbъ|хлѣбъ
bo|бо
božьjь|божии
jestъ|ѥстъ
sъxodęjь|съходѧи
﻿sъ|﻿съ
nebese|небесе
i|и
dajęjь|даѩи
života|живота
miru|мироу
rěšę|рѣшѧ
že|же
kъ|къ
ńemu|н҄емоу
gospodi|господи
vьxegъda|вьсегъда
daђь|даждь
namъ|намъ
xlěbъ|хлѣбъ
sь|сь
reče|рече
že|же
jimъ|имъ
jisusъ|исоусъ
azъ|азъ
jesmь|ѥсмь
xlěbъ|хлѣбъ
životьnъjь|животьнъіи
grędyjь|грѧдъіи
po|по
mъně|мънѣ
ne|не
jьmatъ|иматъ
vъzlagati|възлагати
sę|сѧ
i|и
věrujęjь|вѣроуѩи
vъ|въ
mę|мѧ
ne|не
jьmatъ|иматъ
vъžǯędati|въждѧдати
sę|сѧ
nikъgъdaže|никъгъдаже
nъ|нъ
rěxъ|рѣхъ
vamъ|вамъ
ako|ако
i|и
viděste|видѣсте
mę|мѧ
i|и
ne|не
věrujete|вѣроуѥте
mъně|мънѣ
vьxe|вьсе
ježe|ѥже
dastъ|дастъ
mъně|мънѣ
otьkь|отьць
kъ|къ
mъně|мънѣ
prijьdetъ|приидетъ
i|и
grędǫћǞjego|грѧдѫщаѥго
kъ|къ
mъně|мънѣ
ne|не
jьžǯenǫ|ижденѫ
vъnъ|вънъ
ako|ако
sъnidъ|сънидъ
﻿sъ|﻿съ
nebese|небесе
da|да
ne|не
tvoŕǫ|творѭ
voĺę|волѩ
mojeję|моѥѩ
nъ|нъ
voĺǫ|волѭ
posъlavъšǞjego|посълавъшаѥго
mę|мѧ
se|се
jestъ|ѥстъ
voĺǞ|волꙗ
posъlavъšǞjego|посълавъшаѥго
mę|мѧ
boga|бога
da|да
