сапогоу|sapogu
даѭ|dajǫ
вамъ|vamъ
да|da
не|ne
съмѫштаетъ|sъmǫћǢjetъ
сѧ|sę
сръдьце|sŕ̥dьke
ваше|vaše
ни|ni
оустрашаетъ|ustrašǢjetъ
слꙑшасте|slyšǢste
ѣко|ako
азъ|azъ
рѣхъ|rěxъ
вамъ|vamъ
ꙇдѫ|jьdǫ
ꙇ|i
придѫ|prijьdǫ
къ|kъ
вамъ|vamъ
аште|aћe
бисте|bite
л҄юбили|ĺubili
мѧ|mę
въздрадовали|vъzradovali
сѧ|sę
бисте|bite
оубо|ubo
ѣко|ako
ꙇдѫ|jьdǫ
къ|kъ
о҃цю|otьku
ѣко|ako
о҃ць|otьkь
бол҄и|
мене|mene
естъ|jestъ
ꙇ|i
нꙑн҄ѣ|nyně
рѣхъ|rěxъ
вамъ|vamъ
прѣжде|perђe
даже|daže
не|ne
бѫдетъ|bǫdetъ
да|da
егда|jegъda
бѫдетъ|bǫdetъ
вѣрѫ|věrǫ
ꙇмете|jьmete
ѣко|ako
азъ|azъ
рѣхъ|rěxъ
вамъ|vamъ
юже|juže
не|ne
много|mъnogo
г҃лѭ|golgoĺǫ
съ|﻿sъ
вами|vami
грѧдетъ|grędetъ
бо|bo
сего|sego
мира|mira
кънѧѕь|kъnęgь
ꙇ|i
въ|vъ
мьнѣ|mъně
не|ne
ꙇматъ|jьmatъ
ничесоже|ničesože
нъ|nъ
да|da
разоумѣетъ|orzumějetъ
вьсь|vьxь
миръ|mirъ
ѣко|ako
л҄юбл҄ѫ|
о҃ца|boga
ꙇ|i
ѣкоже|akože
заповѣдѣ|zapovědě
мьнѣ|mъně
о҃ць|otьkь
тако|tako
творѫ|tvoŕǫ
въстанѣте|vъstaněte
ꙇдѣмъ|jьděmъ
отъсѫд[оу|otъsǫdu
азъ|azъ
есмь|jesmь
лоза|loza
ꙇстинънаѣ|jьstinьnajǢ
ꙇ|i
о҃ць|otьkь
моі|mojь
дѣлател҄ь|dělateĺь
естъ|jestъ
вьсѣкѫ|vьxakǫ
разгѫ|orzgǫ
о|o
мьнѣ|mъně
не|ne
творѧштѫ|tvoręћǫ
плода|ploda
ꙇзъметъ|jьzьmetъ
ѭ|jǫ
ꙇ|i
вьсѣкѫ|vьxakǫ
творѧштѫ|tvoręћǫ
плодъ|plodъ
отрѣбитъ|oterbitъ
ѭ|jǫ
да|da
плодъ|plodъ
бол|
сътворитъ|sъtvoritъ
юже|juže
вꙑ|vy
чист[и|corrupted morphology tag
есте|jeste
за|za
слово|slovo
еже|ježe
г҃лахъ|golgolaxъ
вамъ|vamъ
бѫдѣте|bǫděte
въ|vъ
мьнѣ|mъně
ꙇ|i
азъ|azъ
въ|vъ
васъ|vasъ
ѣко|ako
бо|bo
розга|orzga
не|ne
можетъ|možetъ
плода|ploda
творити|tvoriti
о|o
себѣ|sebě
аште|aћe
не|ne
бѫдетъ|bǫdetъ
на|na
лозѣ|lozě
тако|tako
ни|ni
вꙑ|vy
аште|aћe
в[ъ|vъ
мьнѣ|mъně
не|ne
прѣбѫдете|perbǫdete
азъ|azъ
е]смь|jesmь
лоза|loza
вꙑ|vy
раждіе|oržǯьje
ꙇ[же|jьže
бѫдетъ|bǫdetъ
въ|vъ
мⸯнѣ|mъně
ꙇ|i
азъ|azъ
вь|vъ
н҄[емь|ńemь
сътворитъ|sъtvoritъ
плодъ|plodъ
мног[ъ|mъnogъ
ѣко|ako
без|bez
мене|mene
не|ne
можетъ|možetъ
творити|tvoriti
ничесоже|ničesože
аште|aћe
к[то|kъto
въ|vъ
мнѣ|mъně
не|ne
прѣбѫдетъ|perbǫdetъ
ꙇзвръжетъ|jьzvŕ̥žetъ
сѧ|sę
вънъ|vъnъ
ѣкоже|akože
розга|orzga
ꙇ|i
исъшетъ|jьssъšetъ
ꙇ|i
събираѭтъ|sъbirajǫtъ
ѭ|jǫ
ꙇ|i
въ|vъ
огн҄ь|ogńь
вълагаѭтъ|vъlagajǫtъ
Аште|aћe
прѣбѫдете|perbǫdete
въ|vъ
мьнѣ|mъně
ꙇ|i
г҃ли|golgoli
моі|moji
въ|vъ
васъ|vasъ
прѣбѫдѫтъ|perbǫdǫtъ
емоуже|jemuže
колиждо|koližьdo
хоштете|xoћete
просите|prosite
ꙇ|i
бѫдетъ|bǫdetъ
вамъ|vamъ
ѡ|o
семь|semь
бо|bo
прослави|proslavi
сѧ|sę
о҃ць|otьkь
моі|mojь
да|da
плодъ|plodъ
многъ|mъnogъ
сътворите|sъtvorite
ꙇ|i
бѫдете|bǫdete
моі|moji
оученици|učeniki
ѣкоже|akože
вьзл҄юби|vъžĺubi
мѧ|mę
о҃ць|otьkь
ꙇ|i
азъ|azъ
възлюбихъ|vъžĺubixъ
вꙑ|vy
бѫдѣте|bǫděte
въ|vъ
л҄юбъви|ĺubъve
моеі|mojejь
аште|aћe
заповѣди|zapovědi
моѩ|moję
събл҄юдете|sъbĺudete
прѣбѫдете|perbǫdete
въ|vъ
л҄юбъви|ĺubъve
моеі|mojejь
ѣкоже|akože
азъ|azъ
заповѣди|zapovědi
о҃ца|boga
моего|mojego
събл҄юдохъ|sъbĺudaxъ
ꙇ|i
прѣбꙑваѭ|perbyvajǫ
вь|vъ
н҄его|ńego
л҄юбъве|ĺubъve
се|se
г҃лахъ|golgolaxъ
вамъ|vamъ
да|da
радость|radostь
моѣ|mojǢ
въ|vъ
васъ|vasъ
бѫдетъ|bǫdetъ
ꙇ|i
радость|radostь
ваша|vašǢ
ꙇсплънитъ|jьspĺ̥nitъ
сѧ|sę
си|si
же|že
естъ|jestъ
заповѣдь|zapovědь
моѣ|mojǢ
да|da
л҄юбите|ĺubite
дроугъ|drugъ
дроуга|druga
ѣкоже|akože
възл҄юбихъ|vъžĺubixъ
вꙑ|vy
Большѧ|boĺьšę
сеѩ|seję
л҄юбъве|ĺubъve
не|ne
ꙇматъ|jьmatъ
никтоже|nikъtože
да|da
кⸯто|kъto
д҃шѫ|dušǫ
своѭ|svojǫ
положитъ|položitъ
за|za
дроугꙑ|drugy
своѩ|svoję
Вꙑ|vy
дроузи|drugi
м[оі|moji
есте|jeste
аште|aћe
творите|tvorite
елико|corrupted morphology tag
азъ|azъ
заповѣдаѭ|zapovědajǫ
вамъ|vamъ
юж[е|juže
не|ne
г҃лѭ|golgoĺǫ
вамъ|vamъ
робъ|orbъ
рабъ|orbъ
бо|bo
н[е|ne
вѣстъ|věstъ
чьто|čьto
творитъ|tvoritъ
г҃ь|gospodь
его|jego
вꙑ|vy
же|že
рѣхъ|rěxъ
дроугꙑ|drugъjь
ѣко|ako
в[ь]сѣ|vьxa
ѣже|jǢže
слꙑшахъ|slyšǢxъ
отъ|otъ
о҃ца|boga
моего|mojego
съказахъ|sъkazaxъ
вамъ|vamъ
н[е|ne
вꙑ|vy
мене|mene
ꙇзбърасте|jьzbьraste
нъ|nъ
азъ|azъ
ꙇзбърахъ|jьzbьraxъ
вꙑ|vy
ꙇ|i
положихъ|položixъ
вꙑ|vy
да|da
вꙑ|vy
ꙇдете|jьdete
ꙇ|i
плодъ|plodъ
принесете|prineseši
ꙇ|i
пл[о]дъ|plodъ
вашь|vašь
прѣбѫдетъ|perbǫdetъ
Да|da
е]гоже|jegože
колиждо|koližьdo
просите|prosite
отъ|otъ
о҃ца|boga
въ|vъ
ꙇмѧ|jьmę
мое|moje
даст[ъ|dastъ
вамъ|vamъ
Си|si
заповѣдаѭ|zapovědajǫ
ва]мъ|vamъ
да|da
л҄юбите|ĺubite
дроугъ|drugъ
дроуга|druga
аште|aћe
миръ|mirъ
васъ|vasъ
ненавидитъ|nenaviditъ
вѣдите|vědite
ѣко|ako
мене|mene
прѣжде|perђe
вьзненавидѣ|vъznenavidě
аште|aћe
отъ|otъ
мира|mira
бꙑсте|byste
бꙑли|byli
миръ|mirъ
оубо|ubo
своѩ|svoje
л҄юбилъ|ĺubilъ
би|bi
ѣко|ako
же|že
отъ|otъ
мира|mira
нѣсте|něste
нъ|nъ
азъ|azъ
ꙇзбърахъ|jьzbьraxъ
вꙑ|vy
отъ|otъ
мира|mira
сего|sego
ради|radi
ненавидитъ|nenaviditъ
васъ|vasъ
миръ|mirъ
Помьните|pomьnite
слово|slovo
еже|ježe
азъ|azъ
рѣхъ|rěxъ
вамъ|vamъ
нѣстъ|něstъ
рабъ|orbъ
боли|
г҃ѣ|gospoda
своего|svojego
Аште|aћe
мене|mene
ꙇзгънашѧ|jьzgъnašę
ꙇ|i
васъ|vasъ
ꙇжденѫтъ|jьžǯenǫtъ
аште|aћe
слово|slovo
мое|moje
събл҄юдошѧ|sъbĺudašę
ꙇ|i
ваше|vaše
събл҄юдѫтъ|sъbĺudǫtъ
нъ|nъ
си|si
вьсѣ|vьxa
творѧтъ|tvorętъ
вамъ|vamъ
за|za
ꙇмѧ|jьmę
мое|moje
ѣко|ako
не|ne
вѣдѧтъ|vědętъ
посълавъшаего|posъlavъšǢjego
мѧ|mę
Аште|aћe
не|ne
бимь|bimь
пришьлъ|prišьdlъ
ꙇ|i
г҃лалъ|golgolalъ
ꙇмъ|jimъ
грѣха|grěxa
не|ne
бѫ|bǫ
ꙇмѣли|jьměli
нꙑн҄ѣ|nyně
же|že
винꙑ|viny
не|ne
ꙇмѫтъ|jьmǫtъ
о|o
грѣсѣ|grěxě
своемь|svojemь
ненавидѧи|nenavidęjь
мене|mene
ꙇ|i
о҃ца|boga
моего|mojego
ненавидитъ|nenaviditъ
Аште|aћe
дѣла|děla
не|ne
бимь|bimь
сътворилъ|sъtvorilъ
вь|vъ
н҄ихъ|ńixъ
ꙇхъже|jixъže
никътоже|nikъtože
ꙇнъ|jьnъ
не|ne
сътвори|sъtvori
грѣха|grěxa
не|ne
бѫ|bǫ
ꙇмѣли|jьměli
нꙑн҄ѣ|nyně
же|že
ꙇ|i
видѣшѧ|viděšę
ꙇ|i
вьзненавидѣшѧ|vъznenaviděšę
ꙇ|i
мене|mene
ꙇ|i
о҃ца|boga
моего|mojego
нъ|nъ
да|da
събѫдетъ|sъbǫdetъ
сѧ|sę
слово|slovo
пⸯсаное|pьsanoje
въ|vъ
законѣ|zakoně
ꙇхъ|jixъ
ѣко|ako
вьзненавидѣшѧ|vъznenaviděšę
мѧ|mę
спꙑти|spyti
Егда|jegъda
же|že
придетъ|prijьdetъ
параклитъ|paraklitъ
егоже|jegože
посъл҄ѭ|posъĺǫ
вамъ|vamъ
отъ|otъ
о҃ца|boga
д҃хъ|duxъ
ꙇстиньнꙑ|jьstinьny
ꙇже|jьže
отъ|otъ
о҃ца|boga
ꙇсходитъ|jьsxoditъ
тъ|tъ
съвѣдѣтел҄ьствоуетъ|sъvěděteĺьstvujetъ
о|o
мьнѣ|mъně
ꙇ|i
вꙑ|vy
же|že
съвѣдѣтельствоу[и]те|sъvěděteĺьstvujite
ѣко|ako
ꙇскони|jьskoni
съ|﻿sъ
мноѭ|mъnojǫ
есте|jeste
си|si
г҃лахъ|golgolaxъ
вамъ|vamъ
да|da
не|ne
съблазните|sъblaznite
сѧ|sę
отъ|otъ
сънъмишт|
ꙇжденѫтъ|jьžǯenǫtъ
вꙑ|vy
нъ|nъ
придетъ|prijьdetъ
година|godina
да|da
вьсѣкъ|vьxakъ
ꙇже|jьže
оубиетъ|ubьjetъ
вꙑ|vy
мьнитъ|mьnitъ
си|si
слоужьбѫ|služьbǫ
приносити|prinositi
б҃ви|bogu
ꙇ|i
си|si
творѧтъ|tvorętъ
вамъ|vamъ
ѣко|ako
не|ne
познашѧ|poznašę
о҃ца|boga
ни|ni
мене|mene
нъ|nъ
се|se
г҃лахъ|golgolaxъ
вамъ|vamъ
да|da
егда|jegъda
придетъ|prijьdetъ
година|godina
поминаете|pominajete
си|sę
ко|kъ
азъ|azъ
рѣхъ|rěxъ
вамъ|vamъ
сихъ|sixъ
же|že
вамъ|vamъ
ꙇспръва|jьspŕ̥va
не|ne
рѣхъ|rěxъ
ѣко|ako
съ|﻿sъ
вами|vami
бѣхъ|běxъ
нꙑн҄ѣ|nyně
же|že
ꙇдѫ|jьdǫ
къ|kъ
посълавъшюемоу|corrupted morphology tag
мѧ|mę
ꙇ|i
никтоже|nikъtože
отъ|otъ
васъ|vasъ
не|ne
въпрашаетъ|vъprašǢjetъ
мене|mene
камо|kamo
ꙇдеши|jьdeši
нъ|nъ
ѣко|ako
си|si
г҃лахъ|golgolaxъ
вамъ|vamъ
скръбь|skr̥bь
ꙇсплъни|jьspĺ̥ni
сръдьца|sŕ̥dьka
ваша|vašǢ
нъ|nъ
азъ|azъ
ꙇстинѫ|jьstinǫ
г҃лѭ|golgoĺǫ
вамъ|vamъ
добрѣе|dobrě
естъ|jestъ
вамъ|vamъ
да|da
азъ|azъ
ꙇдѫ|jьdǫ
аште|aћe
бо|bo
не|ne
ꙇдѫ|jьdǫ
азъ|azъ
параклитъ|paraklitъ
не|ne
придетъ|prijьdetъ
къ|kъ
вамъ|vamъ
ꙇ|i
пришьдъ|prišьdъ
онъ|onъ
обличитъ|obličitъ
всего|vьxego
мира|mira
о|o
грѣсѣ|grěxě
ꙇ|i
о|o
пра[в]дѣ|pravьdě
ꙇ|i
о|o
сѫдѣ|sǫdě
о|o
грѣсѣ|grěxě
оубо|ubo
ѣ]ко|ako
не|ne
вѣроуѭтъ|věrujǫtъ
въ|vъ
мѧ|mę
о|o
правьдѣ|pravьdě
же|že
ѣко|ako
къ|kъ
о҃цю|otьku
ꙇдѫ|jьdǫ
ꙇ|i
кⸯ|kъ
томоу|tomu
не|ne
видите|vidite
мене|mene
о|o
сѫдѣ|sǫdě
же|že
ѣко|ako
кⸯнѧзь|kъnęgь
мира|mira
сего|sego
осѫжденъ|osǫђenъ
бꙑс|by
Еште|ješče
много|mъnogo
ꙇмамь|jьmamь
г҃лати|golgolati
вамъ|vamъ
нъ|nъ
не|ne
можете|možete
носити|nositi
нꙑн҄ѣ|nyně
егда|jegъda
ж]е|že
придетъ|prijьdetъ
онъ|onъ
д҃хъ|duxъ
ꙇсти[н]ьнꙑ|jьstinьny
наставитъ|nastavitъ
вꙑ|vy
на|na
всѣкѫ|vьxakǫ
ꙇстинѫ|jьstinǫ
не|ne
о|o
себѣ|sebě
бо|bo
г҃лати|golgolati
ꙇматъ|jьmatъ
нъ|nъ
елико|corrupted morphology tag
аште|aћe
оуслꙑшитъ|uslyšitъ
г҃лати|golgolati
ꙇматъ|jьmatъ
ꙇ|i
грѧдѫштаа|grędǫћǢjǢ
вьзвѣститъ|vъzvěstitъ
вамъ|vamъ
онъ|onъ
мѧ|mę
прославитъ|proslavitъ
ѣко|ako
отъ|otъ
моего|mojego
приіметъ|prijьmetъ
ꙇ|i
вьзвѣститъ|vъzvěstitъ
вамъ|vamъ
вⸯсѣ|vьxa
елико|corrupted morphology tag
ꙇматъ|jьmatъ
о҃ць|otьkь
моѣ|mojǢ
сѫтъ|sǫtъ
Сего|sego
ради|radi
рѣхъ|rěxъ
ѣко|ako
отъ|otъ
моего|mojego
приіметъ|prijьmetъ
ꙇ|i
вьзвѣститъ|vъzvěstitъ
вамъ|vamъ
въ|vъ
малѣ|malě
ꙇ|i
кⸯ|kъ
томоу|tomu
не|ne
ви]дитъ|viditъ
мене|mene
ꙇ|i
пакꙑ|paky
въ|vъ
м[а]лѣ|malě
ꙇ|i
оузьрите|uzьrite
мѧ|mę
ꙇ|i
ѣко|ako
ꙇд[ѫ|jьdǫ
къ|kъ
о҃цю|otьku
рѣшѧ|rěšę
же|že
ꙇ|i
отъ|otъ
оученикъ|učenikъ
его|jego
къ|kъ
себѣ|sebě
чьто|čьto
се|se
естъ|jestъ
еже|ježe
г҃летъ|golgoĺetъ
къ|kъ
намъ|namъ
въ|vъ
мал[ѣ|malě
ꙇ|i
не|ne
видите|vidite
мене|mene
ꙇ|i
пакꙑ|paky
въ|vъ
малѣ|malě
оузьрите|uzьrite
мѧ|mę
ꙇ|i
ѣко|ako
ꙇдѫ|jьdǫ
къ|kъ
о҃цю|otьku
г҃лаахѫ|golgolaaxǫ
же|že
чьто|čьto
оубо|ubo
естъ|jestъ
се|se
еже|ježe
г҃летъ|golgoĺetъ
въ|vъ
малѣ|malě
не|ne
вѣмъ|věmъ
чьто|čьto
г҃лет[ъ|golgoĺetъ
Разоумѣ|orzumě
же|že
и҃с|jisusъ
ѣко|ako
хотѣахѫ|xotěaxǫ
і|i
въпрашати|vъprašǢti
ꙇ|i
рече|reče
ꙇмъ|jimъ
о|o
семь|semь
ли|li
сътѧзаете|sъtęgajete
сѧ|sę
междю|meђu
собоѭ|sobojǫ
ѣко|ako
рѣхъ|rěxъ
въ|vъ
малѣ|malě
ꙇ|i
не|ne
видите|vidite
мене|mene
ꙇ|i
пакꙑ|paky
въ|vъ
малѣ|malě
оузьрите|uzьrite
мѧ|mę
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
въсплачете|vъsplačete
сѧ|sę
ꙇ|i
въздрꙑдаете|vъzrydajete
вꙑ|vy
а|a
вьсь|vьxь
миръ|mirъ
въздрадоуетъ|vъzradujetъ
сѧ|sę
вꙑ|vy
же|že
печальни|pečǢlьni
бѫдете|bǫdete
нъ|nъ
печаль|pečǢlь
ваша|vašǢ
въ|vъ
радость|radostь
бѫдетъ|bǫdetъ
жена|žena
егда|jegъda
раждаетъ|raђǢjetъ
печаль|pečǢlь
ꙇматъ|jьmatъ
ѣко|ako
приде|prijьde
годъ|godъ
еѩ|jeję
егда|jegъda
же|že
родитъ|roditъ
отрочѧ|otročę
къ|kъ
томоу|tomu
не|ne
помьн҄итъ|pomьnitъ
скръби|skr̥bi
за|za
радость|radostь
ѣко|ako
роди|rodi
сѧ|sę
ч҃къ|čьlověkъ
въ|vъ
миръ|mirъ
ꙇ|i
вꙑ|vy
же|že
оубо|ubo
нꙑн҄ѣ|nyně
печальни|pečǢlьni
бѫдете|bǫdete
пакꙑ|paky
же|že
зьрѫ|zьŕǫ
вꙑ|vy
ꙇ|i
въздрадоуетъ|vъzradujetъ
сѧ|sę
сръдьце|sŕ̥dьke
ваше|vaše
ꙇ|i
радости|radosti
вашеѩ|vašeję
никътоже|nikъtože
не|ne
възъметъ|vъzьmetъ
отъ|otъ
васъ|vasъ
ꙇ|i
въ|vъ
тъ|tъ
дьнь|dьnь
мене|mene
не|ne
въпросите|vъsprosite
ничесоже|ničesože
амин|aminь
амин|aminь
г҃лѭ|golgoĺǫ
вамъ|vamъ
аште|aћe
чесо|česo
просите|prosite
оу|u
о҃ца|boga
въ|vъ
ꙇмѧ|jьmę
мое|moje
дастъ|dastъ
вамъ|vamъ
доселѣ|doselě
не|ne
просисте|prosiste
ничесоже|ničesože
въ|vъ
ꙇмѧ|jьmę
мое|moje
просите|prosite
ꙇ|i
приімете|prijьmete
да|da
радость|radostь
ваша|vašǢ
ꙇсплън҄ена|jьspĺ̥ńena
бѫдет[ъ|bǫdetъ
Си|sę
въ|vъ
притъчахъ|pritъčǢxъ
г҃лахъ|golgolaxъ
вамъ|vamъ
придетъ|prijьdetъ
година|godina
егда|jegъda
к|kъ
томоу|tomu
въ|vъ
притъчахъ|pritъčǢxъ
не|ne
г҃лѭ|golgoĺǫ
вамъ|vamъ
нъ|nъ
не|ne
обиноуѩ|obvinuję
сѧ|sę
о|o
о҃ци|otьki
вьзвѣштѫ|vъzvěšћǫ
вамъ|vamъ
въ|vъ
тъ|tъ
дьнь|dьnь
въ|vъ
ꙇмѧ|jьmę
мое|moje
въспросите|vъsprosite
ꙇ|i
не|ne
г҃лѭ|golgoĺǫ
вамъ|vamъ
ѣко|ako
азъ|azъ
оумо[л҄ѭ|umodĺǫ
о҃ца|boga
о|o
васъ|vasъ
самъ|samъ
бо|bo
о҃ць|otьkь
л҄юбитъ|ĺubitъ
вꙑ|vy
ѣко|ako
вꙑ|vy
мене|mene
вьзлюбисте|vъžĺubiste
ꙇ|i
вѣровасте|věrovaste
ѣко|ako
отъ|otъ
б҃а|boga
ꙇзидъ|jьzidъ
ꙇзидъ|jьzidъ
отъ|otъ
о҃ца|boga
ꙇ|i
придъ|prijьdъ
въ|vъ
вьсь|vьxь
миръ|mirъ
пакꙑ|paky
оставл҄ѣѭ|ostavĺǢjǫ
вьсь|vьxь
миръ|mirъ
ꙇ|i
идѫ|jьdǫ
къ|kъ
о҃цю|otьku
г҃лашѧ|golgolašę
емоу|jemu
оученици|učeniki
его|jego
се|corrupted morphology tag
нꙑн҄ѣ|nyně
обиноуѩ|obvinuję
сѧ|sę
г҃леши|golgoĺeši
а|a
притъчѧ|pritъčę
ни|ni
единоѩ|jedinoję
же|že
г҃леши|golgoĺeši
нꙑн҄ѣ|nyně
вѣмъ|věmъ
ѣко|ako
вѣси|věsi
вⸯсѣ|vьxa
ꙇ|i
не|ne
трѣбоуеши|terbuješi
да|da
къто|kъto
тѧ|tę
въпрашаетъ|vъprašǢjetъ
о|o
семь|semь
вѣроуемъ|věrujemъ
ѣко|ako
отъ|otъ
б҃а|boga
еси|jesi
ꙇшьлъ|
Ѡтъвѣшта|otъvěћǢ
ꙇмъ|jimъ
и҃с|jisusъ
нꙑн҄ѣ|nyně
ли|li
вѣроуете|věrujete
се|se
грѧдетъ|grędetъ
година|godina
ꙇ|i
нꙑн҄ѣ|nyně
приде|prijьde
да|da
разидетъ|orzidetъ
сѧ|sę
кождо|kъžьdo
въ|vъ
своѣ|svojǢ
ꙇ|i
мене|mene
единого|jedinogo
оставите|ostavite
ꙇ|i
нѣсмь|něsmь
единъ|jedinъ
ѣко|ako
о҃ць|otьkь
съ|﻿sъ
мⸯноѭ|mъnojǫ
естъ|jestъ
Си|si
г҃лахъ|golgolaxъ
вамъ|vamъ
да|da
въ|vъ
мьнѣ|mъně
миръ|mirъ
ꙇмате|jьmate
въ|vъ
всемь|vьxemь
мирѣ|mirě
скръбьни|skr̥bьni
бѫдете|bǫdete
нъ|nъ
дръзаꙇте|dŕ̥zajite
азъ|azъ
побѣбѣдихъ|pobědixъ
всего|vьxego
мира|mira
си|si
г҃ла|golgola
и҃с|jisusъ
ꙇ|i
възведе|vъzvede
очи|oči
своі|svoji
на|na
н҃бо|nebo
ꙇ|i
рече|reče
о҃че|otьče
приде|prijьde
часъ|čǢsъ
прослави|proslavi
с҃на|syna
своего|svojego
до|do
ꙇ|i
с҃нъ|synъ
твоі|tvojь
прославитъ|proslavitъ
тѧ|tę
ѣкоже|akože
далъ|dalъ
емоу|jemu
еси|jesi
власть|volstь
вьсѣкоѩ|vьxakoję
плъти|plъti
да|da
вⸯсѣко|vьxako
еже|ježe
емоу|jemu
еси|jesi
далъ|dalъ
дастъ|dastъ
ꙇмъ|jimъ
живота|života
вѣчьнаго|věčьnajego
се|se
же|že
естъ|jestъ
вѣчьнꙑ|věčьnъjь
животъ|životъ
да|da
знаѭтъ|znajǫtъ
тебе|tebe
единого|jedinogo
ꙇстиньнаго|jьstinьnajego
б҃а|boga
ꙇ|i
егоже|jegože
посъла|posъla
и҃у|jisusъ
х҃а|xristosa
азъ|azъ
прославихъ|proslavixъ
тѧ|tę
на|na
земли|zemĺi
дѣло|dělo
съвръшихъ|sъvŕ̥šixъ
еже|ježe
далъ|dalъ
еси|jesi
мьнѣ|mъně
да|da
сътвор҄ѭ|sъtvoŕǫ
ꙇ|i
нꙑн҄ѣ|nyně
прослави|proslavi
мѧ|mę
о҃че|otьče
оу|u
тебе|tebe
самого|samogo
славѫ|slavojǫ
ѭже|jǫže
ꙇмѣхъ|jьměaxъ
прѣжде|perђe
даже|daže
не|ne
бꙑс|by
оу|u
тебе|tebe
вьсь|vьxь
миръ|mirъ
ѣвихъ|avixъ
ꙇмѧ|jьmę
твое|tvoje
ч҃комъ|čьlověkomъ
ѩже|jęže
далъ|dalъ
еси|jesi
мьнѣ|mъně
отъ|otъ
вьсего|vьxego
мира|mira
твоі|tvoji
бѣшѧ|běšę
ꙇ|i
мьнѣ|mъně
ѩ|ję
далъ|dalъ
еси|jesi
ꙇ|i
слово|slovo
твое|tvoje
съхранишѧ|sъxornišę
нꙑн҄ѣ|nyně
разоумѣшѧ|orzuměšę
ѣко|ako
всѣ|vьxa
елико|corrupted morphology tag
далъ|dalъ
еси|jesi
мьнѣ|mъně
отъ|otъ
тебе|tebe
сѫтъ|sǫtъ
ѣко|ako
г҃лꙑ|golgoly
ѩже|jęže
дастъ|dastъ
мьнѣ|mъně
дахъ|daxъ
ꙇмъ|jimъ
ꙇ|i
ти|vy
приѩшѧ|prijęšę
ꙇ|i
разоумѣшѧ|orzuměšę
въ|vъ
ꙇстинѫ|jьstinǫ
ѣко|ako
отъ|otъ
тебе|tebe
ꙇзидъ|jьzidъ
ꙇ|i
вѣровашѧ|věrovašę
ѣко|ako
тꙑ|ty
мѧ|mę
посъла|posъla
Азъ|azъ
о|o
сихъ|sixъ
молѭ|modĺǫ
не|ne
о|o
вьсемь|vьxemь
мирѣ|mirě
мол҄ѭ|modĺǫ
нъ|nъ
о|o
сихъ|sixъ
ѩже|jęže
далъ|dalъ
еси|jesi
мьнѣ|mъně
ѣко|ako
твоі|tvoji
сѫтъ|sǫtъ
ꙇ|i
моѣ|mojǢ
вьсѣ|vьxa
твоѣ|tvojǢ
сѫтъ|sǫtъ
ꙇ|i
твоѣ|tvojǢ
моѣ|mojǢ
ꙇ|i
прославихъ|proslavixъ
сѧ|sę
вь|vъ
н҄ихъ|ńixъ
ꙇ|i
к|kъ
томоу|tomu
нѣсмь|něsmь
въ|vъ
всемь|vьxemь
мирѣ|mirě
ꙇ|i
и|i
сиі|si
въ|vъ
всемь|vьxemь
мирѣ|mirě
сѫтъ|sǫtъ
ꙇ|i
азъ|azъ
къ|kъ
тебѣ|tebě
грѧдѫ-|grędǫ
-дѧтъ|
славѫ|slavǫ
моѭ|mojǫ
ѭже|jǫže
далъ|dalъ
еси|jesi
мьнѣ|mъně
ѣко|ako
вьзл҄юбилъ|vъžĺubilъ
мѧ|mę
еси|jesi
прѣжде|perђe
съложениѣ|sъloženьjǢ
вⸯсего|vьxego
мира|mira
О҃че|otьče
правьдънꙑ|pravьdьnъjь
ꙇ|i
вьсь|vьxь
миръ|mirъ
тебе|tebe
не|ne
позна|pozna
азъ|azъ
же|že
тѧ|tę
познахъ|poznaxъ
ꙇ|i
сиі|si
познашѧ|poznašę
ѣко|ako
тꙑ|ty
мѧ|mę
посъла|posъla
Ꙇ|i
съказахъ|sъkazaxъ
ꙇмъ|jimъ
ꙇмѧ|jьmę
твое|tvoje
ꙇ|i
съкажѫ|sъkazajǫ
да|da
л҄юбꙑ|ĺuby
еѭже|jejǫže
мѧ|mę
еси|jesi
вьзл҄юбилъ|vъžĺubilъ
вь|vъ
н҄ихъ|ńixъ
бѫдетъ|bǫdetъ
ꙇ|i
азъ|azъ
вь|vъ
н҄ихъ|ńixъ
Си|si
рекъ|rekъ
и҃с|jisusъ
ꙇзиде|jьzide
съ|﻿sъ
оученикꙑ|učeniky
своꙇми|svojimi
на|na
онъ|onъ
полъ|polъ
острова|ostra
кедрьска|ḱedrьska
ꙇдеже|jьdeže
бѣ|bě
врътъ|vŕ̥tъ
въ|vъ
н҄ьже|ńьže
вьниде|vъnide
самъ|samъ
ꙇ|i
оученици|učeniki
его|jego
Вѣдѣаше|věděaše
же|že
ꙇюда|ijuda
ꙇже|jьže
і|i
прѣдаше|perdajǢaše
мѣсто|město
ѣко|ako
множицеѭ|mъnožikejǫ
събираше|sъbiraaše
сѧ|sę
и҃с|jisusъ
тоу|tu
съ|﻿sъ
оученикꙑ|učeniky
своꙇми|svojimi
ꙇюда|ijuda
же|že
примъ|prijьmъ
спирѫ|spirǫ
ꙇ|i
отъ|otъ
архиереі|arъx́ijereji
ꙇ|i
фарисѣі|fariseji
слоугꙑ|slugy
приде|prijьde
